,MovieRating,DirectorRating,MovieTitle,startYear,class,scaledVotes,decade,Directors
238,6.5,6.616666666666667,Tintansón CruZoe,1965,Movie Rating < Director Rating,1.0017929870587805,1960,Gilberto Martínez Solares
239,6.7,6.333333333333332,The Crownless King,1965,Movie Rating > Director Rating,1.0130399058820398,1960,Atif Yilmaz
240,7.2,6.2,A Child Is Waiting,1963,Movie Rating > Director Rating,1.1352890235261637,1960,John Cassavetes
241,6.3,6.6,Cat Girls Gamblers: Abandoned Fangs of Triumph,1966,Movie Rating < Director Rating,1.0022276505881818,1960,Hiroshi Noguchi
242,6.7,6.5500000000000025,Kasr El Shawk,1967,Movie Rating > Director Rating,1.0060309564704435,1960,Hasan El-Emam
243,5.8,5.55,Vana,1965,Movie Rating > Director Rating,1.0003259976470509,1960,Nikos Avrameas
244,8.2,7.1999999999999975,Esse Rio Que Eu Amo,1962,Movie Rating > Director Rating,1.0004889964705763,1960,Carlos Hugo Christensen
245,5.7,5.7,The George Raft Story,1961,Movie Rating = Director Rating,1.012768241176164,1960,Joseph M. Newman
246,6.3,5.4499999999999975,Hokuspokus oder: Wie lasse ich meinen Mann verschwinden...?,1966,Movie Rating > Director Rating,1.007823943529224,1960,Kurt Hoffmann
247,8.4,7.466666666666666,High and Low,1963,Movie Rating > Director Rating,2.7954863740745384,1960,Akira Kurosawa
248,6.5,6.566666666666666,'Campeón del barrio' (Su última canción),1964,Movie Rating < Director Rating,1.0009236599999778,1960,Rafael Baledón
249,8.5,7.85,Le Trou,1960,Movie Rating > Director Rating,1.8215140705685111,1960,Jacques Becker
250,6.5,6.566666666666666,The Curse of the Crying Woman,1963,Movie Rating < Director Rating,1.030426447058093,1960,Rafael Baledón
251,5.5,5.35,The Curse of Her Flesh,1968,Movie Rating > Director Rating,1.0103775917644566,1960,Michael Findlay
252,8.0,7.3,The Cow,1969,Movie Rating > Director Rating,1.3371902329330807,1960,Dariush Mehrjui
253,7.9,6.1,The Lion in Winter,1968,Movie Rating > Director Rating,2.5598444081978418,1960,Anthony Harvey
254,5.8,5.433333333333334,Crónica de nueve meses,1967,Movie Rating > Director Rating,1.0024449823528825,1960,Mariano Ozores
255,5.9,5.966666666666666,The Three Stooges in Orbit,1962,Movie Rating < Director Rating,1.0442270141165853,1960,Edward Bernds
256,5.2,6.1,Prostitutes Protective Society,1966,Movie Rating < Director Rating,1.003585974117561,1960,Barry Mahon
257,7.3,6.616666666666667,El violetero,1960,Movie Rating > Director Rating,1.0028253129411089,1960,Gilberto Martínez Solares
258,6.1,6.15,O aniforos,1964,Movie Rating < Director Rating,1.0013039905882042,1960,Maria Plyta
259,5.7,6.5500000000000025,Kamikaze yarô,1966,Movie Rating < Director Rating,1.0008149941176274,1960,Kinji Fukasaku
260,5.8,5.85,First to Fight,1967,Movie Rating < Director Rating,1.0148872258819954,1960,Christian Nyby
261,7.0,6.65,"Move Over, Darling",1963,Movie Rating > Director Rating,1.285628271757848,1960,Michael Gordon
262,4.8,5.3,Allou ta kakarismata...,1960,Movie Rating < Director Rating,1.0004346635294012,1960,Tasos Meletopoulos
263,6.9,6.75,Las tres coquetonas,1960,Movie Rating > Director Rating,1.0003803305882262,1960,Jaime Salvador
264,6.0,5.35,People in Luck,1963,Movie Rating > Director Rating,1.0099429282350554,1960,Jean Girault
265,6.5,6.35,Please Don't Eat the Daisies,1960,Movie Rating > Director Rating,1.2164081047006865,1960,Charles Walters
266,6.6,6.6,My Geisha,1962,Movie Rating = Director Rating,1.0700894941159642,1960,Jack Cardiff
267,7.8,7.1999999999999975,The Red Angel,1966,Movie Rating > Director Rating,1.0674815129395565,1960,Yasuzô Masumura
268,7.4,5.98,Lucio Vázquez,1968,Movie Rating > Director Rating,1.0002716647058758,1960,René Cardona
269,3.6,4.95,Assignment: Outer Space,1960,Movie Rating < Director Rating,1.0429773564695564,1960,Antonio Margheriti
270,5.6,5.6999999999999975,Les régates de San Francisco,1960,Movie Rating < Director Rating,1.0003803305882262,1960,Claude Autant-Lara
271,4.2,5.6,Kathe kaimos kai dakry,1964,Movie Rating < Director Rating,1.0008693270588027,1960,Odysseas Kosteletos
272,4.6,5.85,The Wicked Dreams of Paula Schultz,1968,Movie Rating < Director Rating,1.01146425058796,1960,George Marshall
273,6.5,6.2,Robinson Crusoe on Mars,1964,Movie Rating > Director Rating,1.3318112717567392,1960,Byron Haskin
274,5.4,5.85,Baron Brakola,1967,Movie Rating < Director Rating,1.0017386541176052,1960,José Díaz Morales
275,6.4,6.75,Buddha,1961,Movie Rating < Director Rating,1.0028253129411089,1960,Kenji Misumi
276,6.2,6.333333333333332,Erkek Ali,1964,Movie Rating < Director Rating,1.0013039905882042,1960,Atif Yilmaz
277,5.5,6.2,Return of the Seven,1966,Movie Rating < Director Rating,1.2030965341127708,1960,Burt Kennedy
278,6.0,6.1,The Naked Truth,1963,Movie Rating < Director Rating,1.0008693270588027,1960,Atef Salem
279,7.7,7.1,Mafioso,1962,Movie Rating > Director Rating,1.120401797644168,1960,Alberto Lattuada
280,6.0,6.2,The Power,1968,Movie Rating < Director Rating,1.0764464482334586,1960,Byron Haskin
281,3.6,5.1,Det är hos mig han har varit,1963,Movie Rating < Director Rating,1.0007606611764523,1960,Arne Mattsson
282,7.7,7.1,Black Cat,1968,Movie Rating > Director Rating,1.3414282023447437,1960,Kaneto Shindô
283,5.6,6.616666666666667,Blue Demon y las invasoras,1969,Movie Rating < Director Rating,1.0017386541176052,1960,Gilberto Martínez Solares
284,6.3,6.566666666666667,The Flying Dagger,1969,Movie Rating < Director Rating,1.0074436129409978,1960,Cheh Chang
285,5.1,5.85,Rosebud,1975,Movie Rating < Director Rating,1.037978725881441,1970,Otto Preminger
286,3.9,5.433333333333334,Después de los nueve meses,1970,Movie Rating < Director Rating,1.0010866588235032,1970,Mariano Ozores
287,6.2,7.1999999999999975,House of Shadows,1975,Movie Rating < Director Rating,1.0024993152940576,1970,Carlos Hugo Christensen
288,7.5,6.7,Snooker,1975,Movie Rating > Director Rating,1.0353164117638578,1970,Boaz Davidson
289,7.6,6.75,Sark Bülbülü,1979,Movie Rating > Director Rating,1.2013578799951654,1970,Kartal Tibet
290,6.3,6.3,Funny Lady,1975,Movie Rating = Director Rating,1.2680787317582696,1970,Herbert Ross
291,7.4,6.766666666666668,Dragostea începe vineri,1974,Movie Rating > Director Rating,1.0024449823528825,1970,Virgil Calotescu
292,7.5,7.2,Chto s toboy proiskhodit,1975,Movie Rating > Director Rating,1.0004346635294012,1970,Vladimir Sarukhanov
293,7.7,6.95,Dirty Harry,1971,Movie Rating > Director Rating,8.715549311579457,1970,Don Siegel
294,6.4,6.5500000000000025,Watch Out for ZouZou,1972,Movie Rating < Director Rating,1.0194511929407095,1970,Hasan El-Emam
295,5.7,6.3000000000000025,The First Circle,1973,Movie Rating < Director Rating,1.0008149941176274,1970,Aleksander Ford
296,5.7,6.0500000000000025,The Choirboys,1977,Movie Rating < Director Rating,1.080195421174545,1970,Robert Aldrich
297,5.8,6.4499999999999975,"Love, Carnival and Dream",1973,Movie Rating < Director Rating,1.0010866588235032,1970,Paulo César Saraceni
298,6.6,6.9,Dacha,1973,Movie Rating < Director Rating,1.0038033058822615,1970,Konstantin Voinov
299,5.7,5.300000000000002,2 geile Hirsche auf der Flucht,1976,Movie Rating > Director Rating,1.0013583235293793,1970,Alois Brummer
300,4.5,5.766666666666668,Rain for a Dusty Summer,1971,Movie Rating < Director Rating,1.0021733176470071,1970,Arthur Lubin
301,5.4,6.1,Dionysus in '69,1970,Movie Rating < Director Rating,1.0160825505878492,1970,Brian De Palma
302,5.6,5.75,Kanal,1975,Movie Rating < Director Rating,1.0002716647058758,1970,Vladimir Bortko
303,5.1,6.033333333333334,Deep Throat,1972,Movie Rating < Director Rating,1.3439818505799763,1970,Gerard Damiano
304,5.6,6.066666666666666,Lepke,1975,Movie Rating < Director Rating,1.0172235423525275,1970,Menahem Golan
305,6.2,6.566666666666667,Four Riders,1972,Movie Rating < Director Rating,1.0081499411762749,1970,Cheh Chang
306,5.5,5.45,Follow the Star,1978,Movie Rating > Director Rating,1.002607981176408,1970,John Woo
307,6.0,6.45,Silver Bears,1977,Movie Rating < Director Rating,1.0453136729400885,1970,Ivan Passer
308,6.7,6.566666666666666,La pequeña señora de Perez,1972,Movie Rating > Director Rating,1.0003803305882262,1970,Rafael Baledón
309,6.3,6.8,Si Doel Anak Modern,1976,Movie Rating < Director Rating,1.0010323258823282,1970,Sjuman Djaya
310,7.6,7.4,10 Rillington Place,1971,Movie Rating > Director Rating,1.4060844023431909,1970,Richard Fleischer
311,6.6,6.033333333333334,Odyssey: The Ultimate Trip,1977,Movie Rating > Director Rating,1.0051616294116408,1970,Gerard Damiano
312,6.4,6.766666666666668,Ultima noapte a singuratatii,1976,Movie Rating < Director Rating,1.000651995294102,1970,Virgil Calotescu
313,5.3,5.55,I peripterou,1970,Movie Rating < Director Rating,1.0003259976470509,1970,Nikos Avrameas
314,4.9,5.300000000000002,Der Junge mit der Tiefenschärfe,1977,Movie Rating < Director Rating,1.0007606611764523,1970,Alois Brummer
315,4.6,5.25,Champagne Orgy,1978,Movie Rating < Director Rating,1.001629988235255,1970,Carlos Tobalina
316,6.6,5.933333333333334,Siginti,1974,Movie Rating > Director Rating,1.0005433294117516,1970,Ertem Göreç
317,5.4,5.98,Capulina contra los vampiros,1971,Movie Rating < Director Rating,1.002988311764634,1970,René Cardona
318,2.0,2.875,Angels' Brigade,1979,Movie Rating < Director Rating,1.0904643470566515,1970,Greydon Clark
319,5.4,4.85,Lord Farthingay's Holiday,1972,Movie Rating > Director Rating,1.0007606611764523,1970,Joseph F. Robertson
320,5.5,6.8,Babacan,1975,Movie Rating < Director Rating,1.002607981176408,1970,Natuk Baytan
321,5.7,6.616666666666667,Chanoc contra el tigre y el vampiro,1972,Movie Rating < Director Rating,1.0018473199999556,1970,Gilberto Martínez Solares
322,7.9,7.2,The Phantom of Liberty,1974,Movie Rating > Director Rating,1.7685394529227243,1970,Luis Buñuel
323,5.3,5.933333333333334,Can pazari,1976,Movie Rating < Director Rating,1.0005433294117516,1970,Ertem Göreç
324,4.0,5.5,Provincia violenta,1978,Movie Rating < Director Rating,1.0053246282351662,1970,Mario Bianchi
325,7.0,6.9,The Sternstein Manor,1976,Movie Rating > Director Rating,1.0031513105881595,1970,Hans W. Geissendörfer
326,6.9,6.6,Hamaara Sansaar,1978,Movie Rating > Director Rating,1.0003803305882262,1970,T. Prakash Rao
327,6.5,6.2,Asylum,1972,Movie Rating > Director Rating,1.3281709646980029,1970,Roy Ward Baker
328,4.7,5.35,Judge Roy Bean,1971,Movie Rating < Director Rating,1.0013039905882042,1970,Jean Girault
329,7.5,6.45,Nippon no Don: Yabohen,1977,Movie Rating > Director Rating,1.0010323258823282,1970,Sadao Nakajima
330,6.7,6.3000000000000025,The Incredible Kung Fu Master,1979,Movie Rating > Director Rating,1.0096712635291796,1970,Tung Cho 'Joe' Cheung
331,3.3,5.0,Waldrausch,1977,Movie Rating < Director Rating,1.0024993152940576,1970,Horst Hächler
332,4.6,4.05,Gunfight at OQ Corral,1974,Movie Rating > Director Rating,1.0021189847058314,1970,Jean-Marie Pallardy
333,5.5,3.95,The Evictors,1979,Movie Rating > Director Rating,1.053680945881064,1970,Charles B. Pierce
334,8.1,6.8,Sakar Sakir,1977,Movie Rating > Director Rating,1.3955981446963843,1970,Natuk Baytan
335,6.2,6.8000000000000025,Cher Théo,1975,Movie Rating < Director Rating,1.0002716647058758,1970,Jean Beaudin
336,7.0,6.8,La maffia,1972,Movie Rating > Director Rating,1.004889964705765,1970,Leopoldo Torre Nilsson
337,7.4,6.5500000000000025,Proxy War,1973,Movie Rating > Director Rating,1.059874901175033,1970,Kinji Fukasaku
338,6.2,5.85,Tattooed Flower Vase,1976,Movie Rating > Director Rating,1.0105949235291574,1970,Masaru Konuma
339,6.5,6.566666666666667,The Savage Five,1974,Movie Rating < Director Rating,1.011898914117361,1970,Cheh Chang
340,6.8,7.333333333333332,Red the Half Breed,1970,Movie Rating < Director Rating,1.0041836364704877,1970,Gilles Carle
341,4.3,6.1,Players,1979,Movie Rating < Director Rating,1.0128225741173391,1970,Anthony Harvey
342,6.5,6.75,Marta,1971,Movie Rating < Director Rating,1.00977992941153,1970,José Antonio Nieves Conde
343,4.7,5.75,Slavers,1977,Movie Rating < Director Rating,1.006845950588071,1970,Jürgen Goslar
344,6.6,6.4,At the Service of Spanish Womanhood,1978,Movie Rating > Director Rating,1.0021189847058314,1970,Jaime de Armiñán
345,5.5,5.95,Sweet & Sour,1974,Movie Rating < Director Rating,1.0007606611764523,1970,Lloyd Kaufman
346,5.4,5.98,Jalisco nunca pierde,1974,Movie Rating < Director Rating,1.0005433294117516,1970,René Cardona
347,7.1,6.566666666666667,The Kid with the Golden Arm,1979,Movie Rating > Director Rating,1.0722084788217958,1970,Cheh Chang
348,3.8,4.3,"Amori, letti e tradimenti",1975,Movie Rating < Director Rating,1.0021733176470071,1970,Alfonso Brescia
349,5.9,6.7,Lupo Goes to New York,1976,Movie Rating < Director Rating,1.0020646517646563,1970,Boaz Davidson
350,7.0,6.1,Santa and the Three Bears,1970,Movie Rating > Director Rating,1.0309154435286696,1970,Barry Mahon
351,6.3,6.3,T.R. Baskin,1971,Movie Rating = Director Rating,1.0135832352937917,1970,Herbert Ross
352,6.5,7.1,Bambina,1974,Movie Rating < Director Rating,1.0102145929409312,1970,Alberto Lattuada
353,6.9,6.85,Sevgili dayim,1977,Movie Rating > Director Rating,1.0305894458816185,1970,Zeki Ökten
354,6.4,6.566666666666667,The Four Assassins,1975,Movie Rating < Director Rating,1.0155392211760974,1970,Cheh Chang
355,7.0,5.6,To oneiro tis Kyriakis,1970,Movie Rating > Director Rating,1.0003803305882262,1970,Odysseas Kosteletos
356,5.4,6.45,Gokudo tai mamusi,1974,Movie Rating < Director Rating,1.0004346635294012,1970,Sadao Nakajima
357,7.0,7.3,Än vacib müsahibä,1971,Movie Rating < Director Rating,1.0003259976470509,1970,Eldar Kuliyev
358,7.5,6.4,Bhutacha Bhau,1989,Movie Rating > Director Rating,1.003911971764612,1980,Sachin/Sachin Pilgaonkar
359,6.9,6.5,The Widespread Scandals of Lydia Lace,1983,Movie Rating > Director Rating,1.0008149941176274,1980,Henri Pachard
360,5.4,5.666666666666668,The Drifting Classroom,1987,Movie Rating < Director Rating,1.0095625976468292,1980,Nobuhiko Ôbayashi
361,5.5,6.1,Birkaç güzel gün için,1984,Movie Rating < Director Rating,1.0023906494117074,1980,Irfan Tözüm
362,6.9,7.2,Ne stavte Leshemu kapkany...,1981,Movie Rating < Director Rating,1.0005976623529271,1980,Vladimir Sarukhanov
363,5.9,5.75,Moy papa - idealist,1980,Movie Rating > Director Rating,1.0010323258823282,1980,Vladimir Bortko
364,7.5,7.4,Presidentgari Abbayi,1987,Movie Rating > Director Rating,1.0015756552940798,1980,Rama Rao Tatineni
365,5.5,5.85,Woman in a Box 2,1988,Movie Rating < Director Rating,1.0039663047057872,1980,Masaru Konuma
366,7.2,7.5,"Tangos, the Exile of Gardel",1985,Movie Rating < Director Rating,1.0308611105874943,1980,Fernando E. Solanas
367,6.9,6.45,Cutter's Way,1981,Movie Rating > Director Rating,1.2723710341111074,1980,Ivan Passer
368,6.6,6.75,Innocence,1983,Movie Rating < Director Rating,1.0123335776467628,1980,Walter Lima Jr.
369,7.2,7.0,The Photograph,1986,Movie Rating > Director Rating,1.0139092329408426,1980,Nikos Papatakis
370,6.9,6.566666666666667,The Flag of Iron,1980,Movie Rating > Director Rating,1.0180928694113305,1980,Cheh Chang
371,6.8,6.75,The Sword,1980,Movie Rating > Director Rating,1.0190708623524831,1980,Patrick Tam
372,7.2,6.25,Runaway Train,1985,Movie Rating > Director Rating,2.4445499070241405,1980,Andrey Konchalovskiy
373,4.8,4.3,Cross Mission,1988,Movie Rating > Director Rating,1.0043466352940134,1980,Alfonso Brescia
374,2.4,3.95,Boggy Creek II: And the Legend Continues,1984,Movie Rating < Director Rating,1.1719094258782254,1980,Charles B. Pierce
375,5.3,4.55,Transylvania Twist,1989,Movie Rating > Director Rating,1.0276011341169844,1980,Jim Wynorski
376,3.1,2.85,Baan phi pop,1989,Movie Rating > Director Rating,1.0004346635294012,1980,Saiyon Srisawat
377,7.4,6.8000000000000025,Mario,1984,Movie Rating > Director Rating,1.0106492564703329,1980,Jean Beaudin
378,5.8,5.4,La conquista de Albania,1983,Movie Rating > Director Rating,1.0030426447058094,1980,Alfonso Ungría
379,6.2,6.0500000000000025,La leyenda del tambor,1981,Movie Rating > Director Rating,1.0019016529411309,1980,Jorge Grau
380,6.1,5.85,The Hungry Snake Woman,1986,Movie Rating > Director Rating,1.002281983529357,1980,Sisworo Gautama Putra
381,5.9,6.75,Girgiriyede Senlik Var,1981,Movie Rating < Director Rating,1.0480303199988468,1980,Kartal Tibet
382,6.0,5.8,He fang shen sheng,1981,Movie Rating > Director Rating,1.0002716647058758,1980,Eric Tsang
383,7.0,6.75,The Catch,1983,Movie Rating > Director Rating,1.004889964705765,1980,Shinji Sômai
384,4.3,4.05,Hands of Death,1988,Movie Rating > Director Rating,1.003640307058736,1980,Godfrey Ho
385,7.4,7.2,Farewell to the Land,1982,Movie Rating > Director Rating,1.0040206376469625,1980,Mitsuo Yanagimachi
386,6.5,6.766666666666668,Reteaua 'S',1980,Movie Rating < Director Rating,1.0014126564705543,1980,Virgil Calotescu
387,4.3,5.3,Haram,1983,Movie Rating < Director Rating,1.0049442976469398,1980,Osman F. Seden
388,5.4,5.45,Hua ji shi dai,1981,Movie Rating < Director Rating,1.0043466352940134,1980,John Woo
389,6.2,6.0500000000000025,Ne parliamo lunedì,1989,Movie Rating > Director Rating,1.0013039905882042,1980,Luciano Odorisio
390,3.8,4.05,Full Metal Ninja,1989,Movie Rating < Director Rating,1.0063026211763193,1980,Godfrey Ho
391,3.5,4.05,Overdose,1987,Movie Rating < Director Rating,1.002607981176408,1980,Jean-Marie Pallardy
392,5.1,2.875,Without Warning,1980,Movie Rating > Director Rating,1.1790270411721722,1980,Greydon Clark
393,4.9,4.9,Zombie 3,1988,Movie Rating = Director Rating,1.237869616464877,1980,Claudio Fragasso
394,7.7,6.8000000000000025,Intlo Ramayya Veedilo Krishnayya,1982,Movie Rating > Director Rating,1.0040749705881375,1980,Kodi Ramakrishna
395,5.7,6.066666666666666,Over the Brooklyn Bridge,1984,Movie Rating < Director Rating,1.0764464482334586,1980,Menahem Golan
396,7.8,7.333333333333332,Les Plouffe,1981,Movie Rating > Director Rating,1.0229285011759202,1980,Gilles Carle
397,5.9,5.25,Sexual Heights,1981,Movie Rating > Director Rating,1.0021733176470071,1980,Carlos Tobalina
398,5.9,6.0500000000000025,The Devils of Monza,1987,Movie Rating < Director Rating,1.0047269658822395,1980,Luciano Odorisio
399,6.4,6.033333333333334,The Satisfiers of Alpha Blue,1981,Movie Rating > Director Rating,1.0093452658821285,1980,Gerard Damiano
400,6.5,6.45,Hello My Dear: Wrong Number,1986,Movie Rating > Director Rating,1.0135289023526164,1980,Priyadarshan
401,5.0,6.166666666666668,Terror Night,1987,Movie Rating < Director Rating,1.0145612282349443,1980,André De Toth
402,6.5,7.1,Burakkubôdo,1986,Movie Rating < Director Rating,1.0017386541176052,1980,Kaneto Shindô
403,6.0,6.9,Our Sweet Days of Youth,1987,Movie Rating < Director Rating,1.002281983529357,1980,Chang-ho Bae
404,6.8,6.9,Ediths Tagebuch,1983,Movie Rating < Director Rating,1.0033143094116852,1980,Hans W. Geissendörfer
405,7.0,7.2,Himatsuri,1985,Movie Rating < Director Rating,1.0132029047055653,1980,Mitsuo Yanagimachi
406,5.2,6.2,Big Trouble,1986,Movie Rating < Director Rating,1.0610702258808866,1980,John Cassavetes
407,7.2,5.666666666666668,"I Are You, You Am Me",1982,Movie Rating > Director Rating,1.0193425270583591,1980,Nobuhiko Ôbayashi
408,6.1,6.5,Outlaw Ladies,1981,Movie Rating < Director Rating,1.0046726329410642,1980,Henri Pachard
409,7.3,6.8,Raden Ajeng Kartini,1984,Movie Rating > Director Rating,1.0005433294117516,1980,Sjuman Djaya
410,4.6,5.85,Noche de juerga,1981,Movie Rating < Director Rating,1.0007063282352768,1980,Miguel M. Delgado
411,6.7,6.75,Nomad,1982,Movie Rating < Director Rating,1.0166258799996009,1980,Patrick Tam
412,6.6,5.5,The Stone Lion,1987,Movie Rating > Director Rating,1.0055419599998672,1980,Masoud Jafari Jozani
413,7.1,7.1,Kiraathakudu,1986,Movie Rating = Director Rating,1.001955985882306,1980,Kodanda Rami Reddy A.
414,6.8,6.85,Pehlivan,1984,Movie Rating < Director Rating,1.025210484705277,1980,Zeki Ökten
415,6.3,5.25,Un negro con un saxo,1989,Movie Rating > Director Rating,1.0010866588235032,1980,Francesc Bellmunt
416,7.2,7.15,Il minestrone,1981,Movie Rating > Director Rating,1.0109752541173835,1980,Sergio Citti
417,5.9,6.3000000000000025,Hao nu shi ba jia,1988,Movie Rating < Director Rating,1.001629988235255,1980,Tung Cho 'Joe' Cheung
418,6.8,6.1,Body Double,1984,Movie Rating > Director Rating,2.552889791727422,1980,Brian De Palma
419,8.0,6.85,Do the Right Thing,1989,Movie Rating > Director Rating,5.784395801061598,1980,Spike Lee
420,3.7,3.8,Covert Action,1988,Movie Rating < Director Rating,1.001629988235255,1980,J. Christian Ingvordsen
421,5.6,5.85,Aladin dan Lampu Wasiat,1982,Movie Rating < Director Rating,1.0007063282352768,1980,Sisworo Gautama Putra
422,6.2,6.4,En septiembre,1982,Movie Rating < Director Rating,1.0013583235293793,1980,Jaime de Armiñán
423,5.3,6.25,Homer and Eddie,1989,Movie Rating < Director Rating,1.0904643470566515,1980,Andrey Konchalovskiy
424,7.6,7.3,Taxribat,1990,Movie Rating > Director Rating,1.0002716647058758,1990,Eldar Kuliyev
425,7.3,7.6,Short Sharp Shock,1998,Movie Rating < Director Rating,1.2231997223475823,1990,Fatih Akin
426,6.3,6.8,Henry & June,1990,Movie Rating < Director Rating,1.6659588599840105,1990,Philip Kaufman
427,5.6,5.8,Ghost Punting,1992,Movie Rating < Director Rating,1.0080412752939245,1990,Eric Tsang
428,7.1,7.1,Mutamestri,1993,Movie Rating = Director Rating,1.0157022199996228,1990,Kodanda Rami Reddy A.
429,2.6,2.875,"Out of Sight, Out of Mind",1990,Movie Rating < Director Rating,1.010486257646807,1990,Greydon Clark
430,7.1,5.9499999999999975,Los cuentos de Abelardo,1990,Movie Rating > Director Rating,1.000651995294102,1990,Luis Molina Casanova
431,7.9,7.2,Lunga calatorie cu trenul,1997,Movie Rating > Director Rating,1.0009236599999778,1990,Sinisa Dragin
432,2.4,3.4000000000000004,Alien Agenda: Under the Skin,1997,Movie Rating < Director Rating,1.0024993152940576,1990,Kevin J. Lindenmuth
433,5.3,6.5,Conversations with Intellectuals About Selena,1999,Movie Rating < Director Rating,1.0003259976470509,1990,Lourdes Portillo
434,6.7,6.1,Devlerin ölümü,1992,Movie Rating > Director Rating,1.0010323258823282,1990,Irfan Tözüm
435,5.5,5.7333333333333325,The Royal Scoundrel,1991,Movie Rating < Director Rating,1.0032056435293348,1990,Johnnie To
436,2.6,2.85,Baan phi pop 3,1990,Movie Rating < Director Rating,1.0002716647058758,1990,Saiyon Srisawat
437,7.1,6.5,There's Something About Mary,1998,Movie Rating > Director Rating,16.684018464329313,1990,Bobby Farrelly/Peter Farrelly
438,7.2,7.0500000000000025,Santan,1999,Movie Rating > Director Rating,1.000651995294102,1990,Anjan Choudhury
439,6.6,7.3,Pari,1995,Movie Rating < Director Rating,1.0424883599989798,1990,Dariush Mehrjui
440,5.3,6.4,Aazmayish,1995,Movie Rating < Director Rating,1.00168432117643,1990,Sachin Pilgaonkar/Sachin
441,6.5,6.5,Tokyo Rampage,1998,Movie Rating = Director Rating,1.0480303199988468,1990,Toshiaki Toyoda
442,4.3,4.85,Auntie Lee's Meat Pies,1992,Movie Rating < Director Rating,1.0098885952938803,1990,Joseph F. Robertson
443,5.9,6.8000000000000025,Rikshavodu,1995,Movie Rating < Director Rating,1.0053789611763415,1990,Kodi Ramakrishna
444,7.2,6.65,The Final Judgement,1993,Movie Rating > Director Rating,1.0024993152940576,1990,Otto Chan
445,7.1,7.15,We Free Kings,1996,Movie Rating < Director Rating,1.0034229752940356,1990,Sergio Citti
446,7.4,7.333333333333332,The Devil in America,1990,Movie Rating > Director Rating,1.0005976623529271,1990,Gilles Carle
447,7.4,7.35,Crazed,1992,Movie Rating > Director Rating,1.0013583235293793,1990,Paul Thomas
448,8.3,6.65,Road to Albertane,1998,Movie Rating > Director Rating,1.0023906494117074,1990,Ashley Greyson
449,5.4,5.9,Ai shang 100% ying xiong,1997,Movie Rating < Director Rating,1.0036946399999114,1990,Jing Wong
450,7.7,6.5,Corpus,1999,Movie Rating > Director Rating,1.000651995294102,1990,Lourdes Portillo
451,5.8,5.6999999999999975,Heat After Dark,1996,Movie Rating > Director Rating,1.0087476035292018,1990,Ryûhei Kitamura
452,4.9,4.9,Teste rasate,1993,Movie Rating = Director Rating,1.0067916176468958,1990,Claudio Fragasso
453,6.8,7.0,Walking a Tightrope,1991,Movie Rating < Director Rating,1.0035316411763855,1990,Nikos Papatakis
454,7.0,5.5,World Cup '90,1990,Movie Rating > Director Rating,1.0064656199998447,1990,Mario Bianchi
455,6.4,5.9,12 Hours of Terror,1990,Movie Rating > Director Rating,1.018310201176031,1990,Jing Wong
456,4.4,4.4,Interlocked: Thrilled to Death,1998,Movie Rating = Director Rating,1.0115185835291352,1990,Rick Jacobson
457,7.2,7.5500000000000025,Hyderabad Blues,1998,Movie Rating < Director Rating,1.048736648234124,1990,Nagesh Kukunoor
458,7.8,6.9,Cheongugeui gyedan,1992,Movie Rating > Director Rating,1.0014669894117294,1990,Chang-ho Bae
459,5.4,5.45,The Sexperiment,1998,Movie Rating < Director Rating,1.0041836364704877,1990,Edward Holzman
460,5.7,5.4833333333333325,Don't Fool Me,1991,Movie Rating > Director Rating,1.0060309564704435,1990,Herman Yau
461,1.8,2.875,Russian Holiday,1993,Movie Rating < Director Rating,1.0089649352939023,1990,Greydon Clark
462,6.1,6.5,Stories from the Kronen,1995,Movie Rating < Director Rating,1.0644932011749222,1990,Montxo Armendáriz
463,5.9,6.0500000000000025,Tiempos mejores,1994,Movie Rating < Director Rating,1.0010866588235032,1990,Jorge Grau
464,6.9,6.75,The Oyster and the Wind,1997,Movie Rating > Director Rating,1.0217331764700663,1990,Walter Lima Jr.
465,4.7,5.45,Top of the World,1997,Movie Rating < Director Rating,1.0403150423519731,1990,Sidney J. Furie
466,4.4,3.4000000000000004,Addicted to Murder: Tainted Blood,1998,Movie Rating > Director Rating,1.003640307058736,1990,Kevin J. Lindenmuth
467,5.3,4.65,Fei hu xiong xin 2: Ao qi bi tian gao,1996,Movie Rating > Director Rating,1.0024449823528825,1990,Andrew Lau
468,7.0,5.4833333333333325,The Eight Immortals Restaurant: The Untold Story,1993,Movie Rating > Director Rating,1.180331031760376,1990,Herman Yau
469,3.8,5.3,Scar,1994,Movie Rating < Director Rating,1.0004889964705763,1990,Haim Bouzaglo
470,6.5,6.75,Wait and See,1998,Movie Rating < Director Rating,1.0048356317645897,1990,Shinji Sômai
471,6.7,7.1,American Bet,1997,Movie Rating < Director Rating,1.0099429282350554,1990,Dmitriy Meskhiev
472,6.9,7.0500000000000025,Bidhilipi,1991,Movie Rating < Director Rating,1.0019016529411309,1990,Anjan Choudhury
473,5.6,4.699999999999998,Doctor Mordrid,1992,Movie Rating > Director Rating,1.074653461174678,1990,Charles Band
474,3.9,3.8,Comrades in Arms,1991,Movie Rating > Director Rating,1.0030426447058094,1990,J. Christian Ingvordsen
