,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,genres1
11969,tt0061146,movie,Late Season,Utószezon,0,1967,119,"Comedy,Drama",7.1,124,Comedy
11970,tt0892389,movie,Deadbox,Deadbox,0,2007,110,"Horror,Thriller",6.6,30,Horror
11980,tt0206989,movie,To oneiro tis Kyriakis,To oneiro tis Kyriakis,0,1970,87,Drama,7.0,7,Drama
11983,tt2434800,movie,Les coquillettes,Les coquillettes,0,2012,75,"Comedy,Drama",5.0,230,Comedy
11987,tt0202989,movie,Intern,The Intern,0,2000,90,Comedy,4.5,571,Comedy
11991,tt7983712,movie,Rogue Warfare: The Hunt,Rogue Warfare: The Hunt,0,2019,103,Action,3.1,405,Action
11992,tt0825269,movie,I Wanna Be a Republican,I Wanna Be a Republican,0,2006,84,"Comedy,Music",7.8,25,Comedy
11995,tt10289350,movie,Am I a Serial Killer?,Am I a Serial Killer?,0,2019,90,Thriller,4.9,157,Thriller
11999,tt1230578,movie,The Stanton Family Grave Robbery,The Stanton Family Grave Robbery,0,2008,83,Comedy,7.4,35,Comedy
12001,tt2424534,movie,The Scent of Burning Grass,Mui co chay,0,2012,97,"Drama,War",8.1,59,Drama
12006,tt3431580,movie,Isac Elliot Dream Big: The Movie,Isac Elliot Dream Big: The Movie,0,2014,77,"Biography,Documentary,Music",8.0,21,Biography
12010,tt0243441,movie,Naomi's Web,Naomi's Web,0,2000,88,Thriller,6.6,17,Thriller
12014,tt4211294,movie,Clerical Errors,Clerical Errors,0,2015,97,Comedy,4.9,10,Comedy
12016,tt7994420,movie,465,465,0,2017,106,Horror,4.8,9,Horror
12022,tt0039678,movie,On the Old Spanish Trail,On the Old Spanish Trail,0,1947,75,Western,6.3,142,Western
12032,tt4680368,movie,Dark Iris,Dark Iris,0,2018,105,"Sci-Fi,Thriller",4.0,180,Sci-Fi
12034,tt2282526,movie,Found Footage Festival Volume 6: Live in Chicago,Found Footage Festival Volume 6: Live in Chicago,0,2012,90,Comedy,7.9,28,Comedy
12037,tt0257206,movie,The Suitcase,The Suitcase,0,2002,56,"Action,Crime,Thriller",4.1,18,Action
12039,tt1764732,movie,Victims,Victims,0,1982,82,"Drama,Horror,Thriller",4.9,45,Drama
12041,tt0416213,movie,Longing,Sehnsucht,0,2006,88,"Drama,Romance",6.5,594,Drama
12043,tt0150309,movie,Deti na zakázku,Deti na zakázku,0,1938,70,Comedy,5.8,20,Comedy
12045,tt1391127,movie,The Sweetest Embrace: Return to Afghanistan,The Sweetest Embrace: Return to Afghanistan,0,2008,74,Documentary,7.0,8,Documentary
12047,tt0087683,movie,Mario,Mario,0,1984,98,"Drama,Fantasy",7.4,196,Drama
12051,tt1391549,movie,Hermafrodita,Hermafrodita,0,2009,96,Drama,6.6,36,Drama
12053,tt0101819,movie,Walking a Tightrope,Les équilibristes,0,1991,119,"Drama,Romance",6.8,65,Drama
12054,tt0029994,movie,Cipher Bureau,Cipher Bureau,0,1938,64,"Action,Adventure,Crime",5.6,32,Action
12055,tt8773662,movie,Vengeance,Vengeance,0,2019,95,Horror,5.5,254,Horror
12058,tt1156444,movie,Triad Wars,Duo shuai,0,2008,117,"Action,Crime,Drama",5.8,998,Action
12063,tt3509416,movie,Cheol-ae-kum,Cheol-ae-kum,0,2014,98,Documentary,7.1,23,Documentary
12067,tt0080484,movie,Bárbara,Bárbara,0,1980,100,"Comedy,Drama,Musical",7.4,21,Comedy
12070,tt4196832,movie,Is That a Gun in Your Pocket?,Is That a Gun in Your Pocket?,0,2016,95,Comedy,5.3,1710,Comedy
12073,tt0038555,movie,The Gentleman from Texas,The Gentleman from Texas,0,1946,55,"Action,Music,Western",7.5,13,Action
12083,tt0087698,movie,Maybe It's Love,Kwai ching,0,1984,90,"Drama,Mystery",5.6,37,Drama
12090,tt1715752,movie,Come trovare nel modo giusto l'uomo sbagliato,Come trovare nel modo giusto l'uomo sbagliato,0,2011,90,Comedy,5.1,78,Comedy
12093,tt0115751,movie,Breaking the Waves,Breaking the Waves,0,1996,159,Drama,7.8,61812,Drama
12094,tt0134411,movie,California Cowgirls,California Cowgirls,1,1979,58,Adult,7.0,8,Adult
12097,tt2398604,movie,Impepata di nozze,Impepata di nozze,0,2012,95,Comedy,4.7,23,Comedy
12101,tt0044430,movie,Blondie Biffen och Bananen,Blondie Biffen och Bananen,0,1952,83,Comedy,4.6,52,Comedy
12103,tt0103890,movie,Bu wen sao,Bu wen sao,0,1992,88,Comedy,6.1,46,Comedy
12106,tt0200025,movie,Rider of Revenge,Wan li xiong feng,0,1971,98,Action,6.2,29,Action
12108,tt5930038,movie,Out of Iraq,Out of Iraq,0,2016,81,Documentary,6.5,125,Documentary
12109,tt3124398,movie,Privychka rasstavatsya,Privychka rasstavatsya,0,2013,83,"Comedy,Drama,Romance",5.6,225,Comedy
12120,tt1148691,movie,The Italian Writer,A Escritora Italiana,0,2007,78,"Drama,Romance",4.7,22,Drama
12123,tt0112657,movie,The Champagne Safari,The Champagne Safari,0,1995,100,Documentary,6.9,45,Documentary
12124,tt8733014,movie,App War,App War,0,2018,130,"Comedy,Drama,Romance",6.6,542,Comedy
12140,tt0015189,movie,Ole Opfinders offer,Ole Opfinders offer,0,1924,119,Comedy,6.7,7,Comedy
12141,tt2506386,movie,The Second Coming,Zong sheng,0,2014,88,"Fantasy,Horror,Thriller",4.6,330,Fantasy
12144,tt0418129,movie,Salvador Allende,Salvador Allende,0,2004,100,"Biography,Documentary",7.7,666,Biography
12145,tt3604664,movie,Violet City,Violet City,0,2015,105,"Adventure,Animation,Fantasy",6.0,35,Adventure
12147,tt0074498,movie,La espuela,La espuela,0,1976,99,Drama,4.7,10,Drama
12148,tt1231577,movie,The Saints of Mt. Christopher,The Saints of Mt. Christopher,0,2011,88,Drama,4.8,35,Drama
12149,tt0268896,movie,Edge of Night,Afti i nyhta menei,0,1999,117,"Drama,Music,Romance",7.1,789,Drama
12150,tt0093306,movie,Rich and Famous,Gong woo ching,0,1987,104,"Action,Crime,Drama",6.2,561,Action
12151,tt0030829,movie,Tanz auf dem Vulkan,Tanz auf dem Vulkan,0,1938,86,"Drama,History",6.8,77,Drama
12152,tt0125676,movie,Black Diamond Rush,Black Diamond Rush,0,1993,96,"Documentary,Sport",8.1,11,Documentary
12155,tt8723904,movie,Nakalimutan ko nang kalimutan ka,Nakalimutan ko nang kalimutan ka,0,2018,99,Comedy,7.7,40,Comedy
12156,tt12137428,movie,Kizoku Kourin: Prince of Legend,Kizoku Kourin: Prince of Legend,0,2020,93,Drama,5.8,5,Drama
12157,tt1895594,movie,Villains,Villains,0,2012,92,"Crime,Drama,Thriller",6.0,67,Crime
12161,tt10023812,movie,67 49 32 Kuzey,67 49 32 Kuzey,0,2019,55,Documentary,6.8,14,Documentary
12165,tt0160616,movie,Other Voices,Other Voices,0,2000,104,"Drama,Romance,Thriller",5.7,256,Drama
12170,tt2181778,movie,Milwood,Milwood,0,2013,90,"Drama,Horror,Mystery",3.1,254,Drama
12171,tt0151418,movie,Lupo Goes to New York,Lupo B'New York,0,1976,90,"Comedy,Drama",5.9,38,Comedy
12179,tt2668158,movie,The Other Side of the Sex,Sex no mukôgawa: AV danyû to iu ikikata,0,2013,86,Documentary,5.9,10,Documentary
12181,tt0397657,movie,Stryker,Stryker,0,2004,93,"Action,Drama",5.2,183,Action
12187,tt2677896,movie,Prizrak,Prizrak,0,1991,88,"Action,Thriller",7.8,8,Action
12191,tt9678452,movie,A Girl's Band,Una banda de chicas,0,2018,83,Documentary,6.9,28,Documentary
12195,tt2147507,movie,Saboot Mangta Hain Kanoon,Saboot Mangta Hain Kanoon,0,1994,144,"Action,Drama",3.7,7,Action
12197,tt1010380,movie,"A Book of Truth, a Book of Lies","A Book of Truth, a Book of Lies",0,2006,113,Drama,5.2,9,Drama
12201,tt4359420,movie,Uivo,Uivo,0,2014,90,"Biography,Documentary",7.2,21,Biography
12217,tt0069412,movie,Trotz alledem!,Trotz alledem!,0,1972,125,"Drama,War",7.4,34,Drama
12219,tt0027621,movie,The First Baby,The First Baby,0,1936,75,"Comedy,Drama",6.2,6,Comedy
12229,tt0083027,movie,Saltimbancii,Saltimbancii,0,1981,93,"Adventure,Drama,Family",7.2,93,Adventure
12231,tt1024855,movie,Gunned Down,Gunned Down,0,2017,95,"Action,Thriller",5.1,875,Action
12233,tt4346472,movie,Adam's Testament,Adam's Testament,0,2017,113,Drama,5.2,34,Drama
12234,tt7538492,movie,The Bees and the Birds,Von Bienen und Blumen,0,2018,90,Documentary,5.8,20,Documentary
12243,tt0060596,movie,Kljuc,Kljuc,0,1965,104,Drama,7.8,60,Drama
12244,tt3861802,movie,Live,Live,0,2015,97,"Drama,Thriller",6.2,171,Drama
12256,tt1478448,movie,The Funniest Movie Ever... Just Kidding,The Funniest Movie Ever... Just Kidding,0,2011,75,Comedy,6.1,25,Comedy
12259,tt4198506,movie,Girasol,Girasol,0,2016,100,"Biography,Drama",6.2,25,Biography
12263,tt13070178,movie,Yeniden Leyla,Yeniden Leyla,0,2020,99,Drama,6.3,63,Drama
12265,tt0196823,movie,Pacific Vibrations,Pacific Vibrations,0,1970,92,"Documentary,Music,Sport",7.7,37,Documentary
12269,tt0071838,movie,The Midnight Man,The Midnight Man,0,1974,117,"Crime,Drama,Mystery",6.4,831,Crime
12274,tt1732602,movie,Confession,Confession,0,2010,83,Drama,7.5,14,Drama
12277,tt5932330,movie,In Echo Park,In Echo Park,0,2018,82,"Crime,Drama",4.6,70,Crime
12283,tt0061652,movie,The Fastest Guitar Alive,The Fastest Guitar Alive,0,1967,87,"Comedy,Music,Western",4.4,375,Comedy
12285,tt0060498,movie,Helicopter Canada,Helicopter Canada,0,1966,50,Documentary,7.2,95,Documentary
12287,tt0089676,movie,"Nessie, das verrückteste Monster der Welt","Nessie, das verrückteste Monster der Welt",0,1985,83,"Adventure,Comedy",3.8,17,Adventure
12288,tt0023908,movie,Cornered,Cornered,0,1932,62,Western,6.3,11,Western
12291,tt0479259,movie,The Passenger,The Passenger,0,2005,88,"Drama,Thriller",6.1,57,Drama
12294,tt5162904,movie,Oh My God,Oh My God,0,2017,96,Drama,6.6,7,Drama
12300,tt0047840,movie,Artists and Models,Artists and Models,0,1955,109,"Comedy,Musical,Romance",6.6,3549,Comedy
12315,tt0413833,movie,Beware of Time,Beware of Time,0,2004,64,"Documentary,War",9.5,6,Documentary
12318,tt0166487,movie,The Cherry Tree,L'arbre de les cireres,0,1998,94,Drama,6.0,115,Drama
12323,tt0053338,movie,Yesterday,Tegnap,0,1959,89,Drama,5.7,14,Drama
12328,tt0470745,movie,Empress Chung,Wanghu simcheong,0,2005,93,"Animation,Drama,Fantasy",6.2,20,Animation
12330,tt2372900,movie,Golda,Golda,0,2003,60,Documentary,7.4,5,Documentary
12335,tt0156904,movie,The Pornographer,The Pornographer,0,1999,89,Drama,5.1,758,Drama
12336,tt1465484,movie,Gurbet - Fremde Heimat,Gurbet - Fremde Heimat,0,2010,45,Drama,6.8,8,Drama
12343,tt0113659,movie,The Limits of Thermal Travelling,The Limits of Thermal Travelling,0,1995,91,Drama,8.4,34,Drama
12344,tt1548021,movie,Swine,Swine,0,2012,90,"Action,Sci-Fi,Western",6.8,17,Action
12348,tt0214710,movie,El gendarme de la esquina,El gendarme de la esquina,0,1951,118,"Comedy,Crime,Drama",6.9,10,Comedy
12349,tt12935896,movie,Live from the Space Stage: A HALYX Story,Live from the Space Stage: A HALYX Story,0,2020,96,"Documentary,Music",7.8,61,Documentary
12351,tt0168815,movie,Funebrák,Funebrák,0,1932,92,Comedy,6.8,71,Comedy
12353,tt0782143,movie,Ma place au soleil,Ma place au soleil,0,2007,105,Drama,5.1,101,Drama
12358,tt0255309,movie,Kurukshetra,Kurukshetra,0,2000,129,"Action,Crime,Drama",6.0,955,Action
12359,tt3955342,movie,Hating Obama,Hating Obama,0,2014,68,Documentary,3.6,87,Documentary
12368,tt0494277,movie,Strictly Sexual,Strictly Sexual,0,2008,100,"Comedy,Drama,Romance",6.3,5124,Comedy
12371,tt6538242,movie,When the Rivers Rise,When the Rivers Rise,0,2017,58,"Documentary,History",8.2,6,Documentary
12375,tt0086925,movie,Baazi,Baazi,0,1984,125,Action,6.5,62,Action
12376,tt1130993,movie,Ultimate Heist,Le premier cercle,0,2009,95,"Action,Crime,Drama",5.4,3219,Action
12383,tt0171183,movie,Claudine à l'école,Claudine à l'école,0,1937,109,Comedy,6.4,32,Comedy
12387,tt0095035,movie,Dissident,Dissident,0,1988,111,Drama,3.9,21,Drama
12392,tt1536536,movie,The Boy She Met Online,The Boy She Met Online,0,2010,89,Thriller,4.4,947,Thriller
12395,tt0028704,movie,The Ladies in the Green Hats,Ces dames aux chapeaux verts,0,1937,109,"Comedy,Drama",6.5,10,Comedy
12399,tt1969959,movie,Box Office 3D: The Filmest of Films,Box Office 3D: Il film dei film,0,2011,90,"Comedy,Family",2.0,1138,Comedy
12400,tt0093429,movie,Living on Tokyo Time,Living on Tokyo Time,0,1987,83,"Comedy,Drama",6.5,161,Comedy
12402,tt1663660,movie,On the Ice,On the Ice,0,2011,96,"Drama,Thriller",6.3,934,Drama
12405,tt5966750,movie,A Single Rider,Sing-geul ra-i-deo,0,2017,97,Drama,6.6,745,Drama
12410,tt0199103,movie,Tuftsablanca,Tuftsablanca,0,1999,50,Comedy,6.9,41,Comedy
12419,tt0175450,movie,Apradh,Apradh,0,1972,128,"Action,Romance,Thriller",6.9,66,Action
12423,tt2181865,movie,Cobra,Cobra,0,2012,91,"Comedy,Family",2.6,310,Comedy
12424,tt0068433,movie,"Vera, un cuento cruel","Vera, un cuento cruel",0,1974,90,Drama,5.0,29,Drama
12426,tt0085268,movie,Boszorkányszombat,Boszorkányszombat,0,1984,87,"Adventure,Family,Romance",6.7,38,Adventure
12429,tt0188321,movie,Les brûlés,Les brûlés,0,1959,114,Drama,7.1,51,Drama
12432,tt0081184,movie,Motel Hell,Motel Hell,0,1980,101,"Comedy,Horror,Thriller",6.0,9947,Comedy
12434,tt7316576,movie,30 Miles from Nowhere,30 Miles from Nowhere,0,2018,84,"Comedy,Horror,Thriller",4.3,1167,Comedy
12442,tt0410751,movie,Love and Debate,Thanks to Gravity,0,2006,96,"Comedy,Drama,Romance",5.6,173,Comedy
12444,tt2991238,movie,The River's Divide,The River's Divide,0,2013,47,"Adventure,Documentary,Drama",8.5,15,Adventure
12449,tt5785854,movie,Hot Doug's: The Movie,Hot Doug's: The Movie,0,2016,56,Documentary,7.0,18,Documentary
12450,tt6115392,movie,Ordinary Days,Ordinary Days,0,2017,82,"Drama,Mystery",5.6,189,Drama
12451,tt1407059,movie,Taste of Hollywood,Taste of Hollywood,0,2009,83,Documentary,7.2,13,Documentary
12454,tt1881012,movie,My Australia,Moja Australia,0,2011,97,Drama,6.9,81,Drama
12457,tt0276205,movie,Hronika na chuvstvata,Hronika na chuvstvata,0,1962,83,Drama,6.8,6,Drama
12460,tt0068468,movie,Deep Throat,Deep Throat,1,1972,61,"Adult,Comedy",5.1,6331,Adult
12463,tt4426248,movie,Violencia,Violencia,0,2015,74,"Drama,History,War",6.0,168,Drama
12468,tt5167186,movie,Arkadia Haire,Arkadia Haire,0,2015,90,Documentary,7.5,38,Documentary
12470,tt2041487,movie,Sweet Talk,Sweet Talk,0,2013,92,"Adventure,Drama",5.2,271,Adventure
12476,tt5539054,movie,You Get Me,You Get Me,0,2017,89,"Crime,Drama,Romance",4.6,11361,Crime
12477,tt0104719,movie,Erotic Ghost Story III,Liu chai III: Dang cho wo seung,0,1992,94,"Drama,Fantasy",5.2,167,Drama
12480,tt0101012,movie,Jue biu yat juk,Jue biu yat juk,0,1990,94,"Comedy,Crime,Drama",4.6,13,Comedy
12481,tt0049745,movie,7th Cavalry,7th Cavalry,0,1956,75,Western,5.8,1034,Western
12487,tt0304229,movie,Japanese Story,Japanese Story,0,2003,110,"Drama,Romance",6.7,6229,Drama
12491,tt1667838,movie,I Hate Luv Storys,I Hate Luv Storys,0,2010,129,"Comedy,Drama,Romance",5.6,7469,Comedy
12492,tt1883121,movie,404: Error Not Found,404: Error Not Found,0,2011,121,"Drama,Mystery,Thriller",7.2,2346,Drama
12496,tt3420060,movie,Indovina chi viene a Natale?,Indovina chi viene a Natale?,0,2013,94,Comedy,5.4,611,Comedy
12497,tt0249542,movie,Goebbels und Geduldig,Goebbels und Geduldig,0,2001,90,"Comedy,Drama,War",6.0,134,Comedy
12499,tt3021010,movie,Shui yue shi san dao,Shui yue shi san dao,0,1982,91,"Adventure,Fantasy",4.8,29,Adventure
12503,tt0433017,movie,Die phantastische Welt des Matthew Madson,Die phantastische Welt des Matthew Madson,0,1974,87,"Animation,Sci-Fi",4.0,7,Animation
12504,tt0970948,movie,Monster Camp,Monster Camp,0,2007,81,"Documentary,Fantasy",6.6,579,Documentary
12505,tt9244928,movie,Unarchigal,Unarchigal,0,1976,119,Drama,6.2,5,Drama
12514,tt0157933,movie,Livat på luckan,Livat på luckan,0,1951,98,Comedy,3.7,23,Comedy
12516,tt3171804,movie,Sangama,Sangama,0,2008,138,"Drama,Romance",6.5,28,Drama
12519,tt0067471,movie,In the Gorge,Na klancu,0,1971,97,Drama,6.0,37,Drama
12523,tt0052402,movie,Wolf Larsen,Wolf Larsen,0,1958,83,"Adventure,Drama,Romance",6.1,53,Adventure
12524,tt6464986,movie,Sideboob,Sideboob,0,2018,86,Comedy,6.0,5,Comedy
12525,tt3825272,movie,Clank: Agent Recruit,Clank: Agent Recruit,0,2015,101,"Action,Thriller",7.8,84,Action
12528,tt2342037,movie,Claire,Claire,1,1983,75,"Adult,Drama",6.8,8,Adult
12535,tt0468659,movie,Ba bai zhuang shi,Ba bai zhuang shi,0,1938,53,War,6.7,6,War
12538,tt0097818,movie,Malarek,Malarek,0,1988,100,"Action,Biography",6.0,146,Action
12540,tt3546396,movie,Song of the New Earth,Song of the New Earth,0,2014,87,"Biography,Documentary,Music",8.3,82,Biography
12541,tt0012068,movie,The Conquering Power,The Conquering Power,0,1921,89,"Drama,Romance",6.7,419,Drama
12542,tt6105774,movie,The Reliant,The Reliant,0,2019,140,Action,3.5,1418,Action
12553,tt1543701,movie,Street Days,Quchis dgeebi,0,2010,89,Drama,7.7,1104,Drama
12556,tt5442456,movie,24 Hours to Live,24 Hours to Live,0,2017,93,"Action,Sci-Fi,Thriller",5.8,12330,Action
12562,tt4295566,movie,Cousins,Cousins,0,2014,133,Comedy,3.3,172,Comedy
12566,tt0129558,movie,Viva Villaveien!,Viva Villaveien!,0,1989,105,Comedy,5.0,141,Comedy
12567,tt1651142,movie,No Strings 2: Playtime in Hell,No Strings 2: Playtime in Hell,0,2012,90,"Action,Crime,Drama",5.0,41,Action
12575,tt4538660,movie,Futaba kara toku hanarete dainibu,Futaba kara toku hanarete dainibu,0,2015,115,"Documentary,Drama",6.4,7,Documentary
12579,tt0104509,movie,Infinity,Beskonechnost,0,1992,206,Drama,6.9,124,Drama
12593,tt9647768,movie,The Wild Goose Lake,Nanfang chezhan de juhui,0,2019,113,"Crime,Drama",6.8,4559,Crime
12597,tt3034546,movie,The Good Book,The Good Book,0,2014,62,"Drama,Family",6.3,35,Drama
12607,tt2363444,movie,We Feel Fine,We Feel Fine,0,2012,93,Drama,7.6,11,Drama
12611,tt6875006,movie,Return of the Robo-Mummy from Outer Space Part 7,Return of the Robo-Mummy from Outer Space Part 7,0,2017,90,Sci-Fi,9.5,19,Sci-Fi
12612,tt0244315,movie,The Yakuza Way,The Yakuza Way,0,1998,82,"Action,Crime",4.4,69,Action
12615,tt0074391,movie,The Ghosts of Alcacer-Kibir,Os Demónios de Alcácer Quibir,0,1977,91,Drama,5.3,26,Drama
12617,tt0060517,movie,The Hot Pearl Snatch,The Hot Pearl Snatch,0,1966,64,"Comedy,Crime",4.5,26,Comedy
12619,tt5847286,movie,Shock Wave,Chak daan juen ga,0,2017,119,"Action,Crime,Thriller",6.3,2485,Action
12624,tt0847154,movie,Angels of the Sun,Anjos do Sol,0,2006,92,Drama,7.1,934,Drama
12626,tt0071479,movie,Exorcismo Negro,Exorcismo Negro,0,1974,100,Horror,6.4,201,Horror
12630,tt0073279,movie,Lepke,Lepke,0,1975,110,"Biography,Drama",5.6,317,Biography
12631,tt0144895,movie,Oi enohoi,Oi enohoi,0,1966,74,"Crime,Drama,Romance",6.7,7,Crime
12632,tt0110425,movie,La machine,La machine,0,1994,96,"Horror,Sci-Fi,Thriller",5.4,637,Horror
12633,tt0162878,movie,Beep,Beep,0,1997,75,"Comedy,Drama",6.8,8,Comedy
12634,tt2184233,movie,1 Mile to You,1 Mile to You,0,2017,104,"Drama,Romance,Sport",6.3,2273,Drama
12638,tt0253637,movie,Sark Bülbülü,Sark Bülbülü,0,1979,89,"Comedy,Drama",7.6,3706,Comedy
12641,tt0163154,movie,Placebo Effect,Placebo Effect,0,1998,86,"Crime,Mystery,Thriller",6.1,42,Crime
12643,tt0061667,movie,First to Fight,First to Fight,0,1967,92,"Drama,War",5.8,274,Drama
12652,tt0139894,movie,Blitz on Britain,Blitz on Britain,0,1960,71,Documentary,7.4,34,Documentary
12657,tt1407049,movie,Altitude,Altitude,0,2010,90,"Horror,Mystery,Sci-Fi",4.8,9792,Horror
12661,tt3264110,movie,Sweet Blues: A Film About Mike Bloomfield,Sweet Blues: A Film About Mike Bloomfield,0,2013,57,Documentary,8.5,8,Documentary
12663,tt1786714,movie,The Life Zone,The Life Zone,0,2011,81,"Horror,Thriller",1.9,542,Horror
12665,tt6809496,movie,Couch Potatoes,Gli sdraiati,0,2017,120,"Comedy,Drama",5.5,541,Comedy
12668,tt0035207,movie,Prairie Gunsmoke,Prairie Gunsmoke,0,1942,56,Western,6.2,9,Western
12676,tt5847228,movie,Bullies,Om jag blundar och anstränger mig riktigt riktigt hårt,0,2016,77,Drama,4.7,7,Drama
12680,tt0072445,movie,Zidul,Zidul,0,1975,113,Drama,7.2,59,Drama
12681,tt8525894,movie,Baan phi pop,Baan phi pop,0,1989,90,"Comedy,Horror",3.1,8,Comedy
12688,tt0049857,movie,Time Table,Time Table,0,1956,80,"Crime,Drama,Film-Noir",6.7,642,Crime
12690,tt0022137,movie,Men in Her Life,Men in Her Life,0,1931,70,"Crime,Drama,Romance",7.2,29,Crime
12691,tt0106195,movie,23h58,23h58,0,1993,84,Thriller,7.0,17,Thriller
12692,tt3159542,movie,Sayf sab'een,Sayf sab'een,0,1971,64,Documentary,7.8,8,Documentary
12700,tt0044036,movie,Silver City,Silver City,0,1951,90,"Action,Adventure,Romance",6.1,247,Action
12702,tt5337480,movie,Neurotic Quest for Serenity,TOC: Transtornada Obsessiva Compulsiva,0,2017,105,Comedy,5.4,403,Comedy
12705,tt8890158,movie,Prescription for Love,Prescription for Love,0,2019,89,"Drama,Romance",6.3,523,Drama
12707,tt0910936,movie,Pineapple Express,Pineapple Express,0,2008,111,"Action,Comedy,Crime",6.9,313891,Action
12711,tt7180776,movie,"Hey, Mr. Postman!","Hey, Mr. Postman!",0,2018,90,Comedy,6.2,84,Comedy
12719,tt3644570,movie,The Princess and the Magic Mirror,Meñique y el espejo mágico,0,2014,78,"Adventure,Animation",4.7,100,Adventure
12720,tt5274898,movie,Days of Cleo,Days of Cleo,0,2015,77,Drama,6.7,10,Drama
12721,tt0782839,movie,At the End of the Spectra,Al final del espectro,0,2006,92,"Drama,Horror,Mystery",6.0,511,Drama
12722,tt0056930,movie,A Child Is Waiting,A Child Is Waiting,0,1963,102,Drama,7.2,2490,Drama
12724,tt0109602,movie,Des feux mal éteints,Des feux mal éteints,0,1994,98,"Drama,War",7.0,12,Drama
12726,tt3672840,movie,Dragon Blade,Tian jiang xiong shi,0,2015,127,"Action,Adventure,Drama",6.0,18299,Action
12729,tt0149910,movie,Vienna Murder Mystery,Blutrausch,0,1997,94,Crime,6.6,61,Crime
12732,tt1029360,movie,Poltergeist,Poltergeist,0,2015,93,"Horror,Thriller",4.9,54743,Horror
12733,tt3007030,movie,Instructions Not Included,Instructions Not Included,0,2011,52,"Comedy,Romance",7.7,15,Comedy
12734,tt0076860,movie,The Incorrigible Barbara,Die unverbesserliche Barbara,0,1977,109,Drama,6.8,6,Drama
12739,tt0352732,movie,Ponmuttayidunna Tharavu,Ponmuttayidunna Tharavu,0,1988,122,"Comedy,Drama",8.0,513,Comedy
12750,tt0444482,movie,Taras de Colegiais,Taras de Colegiais,1,1984,75,"Adult,Drama",4.1,14,Adult
12751,tt0492296,movie,How I Do Not Rebel,Nasil isyan etmem,0,1982,84,Drama,4.8,27,Drama
12752,tt7976208,movie,The Haunting of Sharon Tate,The Haunting of Sharon Tate,0,2019,94,"Drama,Horror,Thriller",2.8,3288,Drama
12754,tt0095704,movie,Nahr Al-Khawf,Nahr Al-Khawf,0,1988,106,"Drama,Thriller",6.2,41,Drama
12756,tt0061439,movie,Camelot,Camelot,0,1967,179,"Adventure,Fantasy,Musical",6.6,5886,Adventure
12758,tt0495028,movie,Dood eind,Dood eind,0,2006,90,"Horror,Thriller",4.6,916,Horror
12769,tt0182314,movie,Memórias de um Estrangulador de Loiras,Memórias de um Estrangulador de Loiras,0,1971,71,Horror,7.0,29,Horror
12773,tt1506953,movie,Constantin si Elena,Constantin si Elena,0,2009,102,"Comedy,Documentary,Family",8.7,306,Comedy
12780,tt0090327,movie,Witchboard,Witchboard,0,1986,98,"Horror,Mystery,Thriller",5.7,6286,Horror
12796,tt1183684,movie,My Effortless Brilliance,My Effortless Brilliance,0,2008,79,"Comedy,Drama",5.4,313,Comedy
12799,tt3675896,movie,Into the Dusk,Unto the Dusk,0,2015,119,Drama,7.1,39,Drama
12800,tt5735542,movie,"Hang in There, Kids!",Lokah Laqi,0,2016,90,Drama,7.2,53,Drama
12805,tt0430577,movie,The Secret Spot,The Secret Spot,0,2004,78,"Documentary,Sport",8.1,13,Documentary
12806,tt0113418,movie,Indecent Behavior III,Indecent Behavior III,0,1995,92,"Drama,Thriller",4.3,262,Drama
12812,tt2081880,movie,National Theatre Live: Collaborators,National Theatre Live: Collaborators,0,2011,124,"Comedy,Drama",8.2,13,Comedy
12814,tt2429278,movie,The Ghost and The Whale,The Ghost and The Whale,0,2017,105,"Drama,Mystery,Thriller",4.3,227,Drama
12816,tt2218928,movie,"Sport, mafia et corruption","Sport, mafia et corruption",0,2012,70,Documentary,7.2,11,Documentary
12821,tt0087089,movie,The Cotton Club,The Cotton Club,0,1984,127,"Crime,Drama,Music",6.6,16333,Crime
12825,tt0046461,movie,The Three Musketeers,Les 3 Mousquetaires,0,1953,116,Adventure,6.3,296,Adventure
12833,tt0097521,movie,Homer and Eddie,Homer and Eddie,0,1989,100,"Comedy,Crime,Drama",5.3,1665,Comedy
12840,tt0006437,movie,The Blacklist,The Blacklist,0,1916,50,Drama,6.8,11,Drama
12843,tt1577840,movie,Les queutardes,Les queutardes,1,1977,90,Adult,4.3,13,Adult
12847,tt2851038,movie,Slimane,Slimane,0,2013,70,"Biography,Drama",6.6,17,Biography
12859,tt0084326,movie,Mi conejo es el mejor,Mi conejo es el mejor,0,1982,94,Drama,4.8,47,Drama
12863,tt1105723,movie,Crossing Dates,Întâlniri încrucisate,0,2008,100,"Drama,Thriller",6.1,120,Drama
12864,tt0780468,movie,American Cannibal,American Cannibal: The Road to Reality,0,2006,87,Documentary,4.9,320,Documentary
12868,tt0137904,movie,The Landlady,The Landlady,0,1998,95,"Horror,Thriller",4.4,562,Horror
12869,tt0112969,movie,Entre Pancho Villa y una mujer desnuda,Entre Pancho Villa y una mujer desnuda,0,1996,87,"Comedy,Fantasy,History",6.2,134,Comedy
12875,tt6193992,movie,Neko Ninja,Nekonin,0,2017,95,"Comedy,Drama",6.8,32,Comedy
