,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,genres1
0,tt0065913,movie,The Garden of Delights,El jardín de las delicias,0,1970,95,Drama,6.6,472,Drama
1,tt11957450,movie,Blinders,Blinders,0,2020,90,Thriller,7.3,24,Thriller
4,tt2649366,movie,Punishment,Punishment,0,2013,117,Thriller,2.9,72,Thriller
15,tt3243196,movie,The Righteous Thief,The Righteous Thief,0,2009,117,"Action,Adventure,Crime",6.2,104,Action
17,tt7475006,movie,Main Tumhare Bachche ki Maa Banne Waali Hoon,Main Tumhare Bachche ki Maa Banne Waali Hoon,0,2017,45,Romance,6.8,101,Romance
25,tt5618692,movie,Cardinals,Cardinals,0,2017,84,"Crime,Drama,Thriller",5.6,316,Crime
28,tt1305838,movie,Abbot's Approach,Abbot's Approach,0,2000,65,"Crime,Drama,Horror",6.4,8,Crime
30,tt3254710,movie,White Walls Say Nothing,White Walls Say Nothing,0,2017,70,Documentary,7.5,13,Documentary
31,tt11772576,movie,Biscoth,Biscoth,0,2020,106,Comedy,5.0,233,Comedy
34,tt0062980,movie,Fleshpot on 42nd Street,Fleshpot on 42nd Street,0,1973,87,Drama,5.6,336,Drama
36,tt0026280,movie,Divine,Divine,0,1935,82,"Comedy,Drama",6.4,123,Comedy
43,tt7244730,movie,En tránsito,En tránsito,0,2017,65,Documentary,8.7,20,Documentary
49,tt10169754,movie,E Ee,E Ee,0,2017,148,"Drama,Romance",7.1,30,Drama
54,tt1160704,movie,"Alieno, l'uomo del futuro","Alieno, l'uomo del futuro",0,2007,94,Drama,3.5,15,Drama
70,tt0008195,movie,The Little Pirate,The Little Pirate,0,1917,50,"Adventure,Family",4.0,6,Adventure
74,tt0054444,movie,El violetero,El violetero,0,1960,83,Comedy,7.3,52,Comedy
76,tt0122136,movie,Black Cat,Yabu no naka no kuroneko,0,1968,99,"Drama,Horror",7.7,6284,Drama
80,tt2771054,movie,Siginti,Siginti,0,1974,79,Drama,6.6,10,Drama
83,tt0849466,movie,El rey de los huevones,El rey de los huevones,0,2006,96,Comedy,5.2,400,Comedy
88,tt0164201,movie,Tiempos mejores,Tiempos mejores,0,1994,98,Comedy,5.9,20,Comedy
92,tt2104021,movie,Elsa and Her Dancers,Elsa y su ballet,0,2011,99,Documentary,7.7,7,Documentary
96,tt0267113,movie,Who's Next?,Who's Next?,0,1999,78,Comedy,7.6,12,Comedy
102,tt0168578,movie,"Chicks, Man","Chicks, Man",0,2000,93,"Comedy,Romance",5.2,101,Comedy
103,tt0481241,movie,Trinetra,Trinetra,0,1991,157,Action,5.2,68,Action
104,tt1236193,movie,Final Edition,Final Edition,0,2007,113,"Horror,Thriller",5.6,10,Horror
106,tt0290145,movie,Blue Car,Blue Car,0,2002,96,Drama,6.5,3370,Drama
112,tt0090362,movie,Killing Auntie,Zabicie ciotki,0,1985,105,"Drama,Thriller",6.9,37,Drama
113,tt2746284,movie,The Sleeping Tree,Alshajarh alnaemah,0,2014,87,"Drama,Family,Fantasy",7.8,57,Drama
115,tt0040972,movie,Without Prejudice,Miklukho-Maklay,0,1947,90,"Adventure,Biography,Drama",6.8,32,Adventure
124,tt1291584,movie,Warrior,Warrior,0,2011,140,"Action,Drama,Sport",8.2,432010,Action
125,tt8332280,movie,The Bodyguard,The Bodyguard,0,2018,99,Drama,7.8,37,Drama
137,tt0152239,movie,Rozvod pani Evy,Rozvod pani Evy,0,1937,80,Drama,5.0,5,Drama
147,tt3280768,movie,Os últimos cangaceiros,Os últimos cangaceiros,0,2011,79,"Biography,Documentary,History",6.6,21,Biography
152,tt0056210,movie,Mafioso,Mafioso,0,1962,105,"Comedy,Crime,Drama",7.7,2216,Comedy
160,tt1182350,movie,You Will Meet a Tall Dark Stranger,You Will Meet a Tall Dark Stranger,0,2010,98,"Comedy,Drama,Romance",6.3,43554,Comedy
161,tt0258210,movie,Stalled,Stalled,0,2000,96,Comedy,4.9,98,Comedy
165,tt0104391,movie,Hard Hunted,Hard Hunted,0,1993,97,"Action,Adventure,Thriller",4.0,833,Action
167,tt7189324,movie,Those Who Are Fine,Dene wos guet geit,0,2017,71,Drama,6.2,338,Drama
169,tt0161968,movie,Mr. Photographer,El señor fotógrafo,0,1953,100,"Comedy,Drama,Thriller",7.1,263,Comedy
170,tt0294525,movie,Twice Upon a Time,Deux fois,0,1968,75,Drama,6.5,110,Drama
172,tt1205600,movie,Questa notte è ancora nostra,Questa notte è ancora nostra,0,2008,98,Comedy,5.0,346,Comedy
174,tt1342155,movie,2 geile Hirsche auf der Flucht,2 geile Hirsche auf der Flucht,1,1976,75,"Adult,Comedy",5.7,25,Adult
175,tt0029286,movie,Mysterious Crossing,Mysterious Crossing,0,1936,57,"Crime,Drama,Mystery",5.8,6,Crime
176,tt1655461,movie,Wild Oats,Wild Oats,0,2016,86,"Action,Adventure,Comedy",5.7,3373,Action
179,tt0042506,movie,The Girl from San Lorenzo,The Girl from San Lorenzo,0,1950,58,"Action,Comedy,Drama",7.2,19,Action
181,tt2211718,movie,Hilda,Hilda,0,2014,89,"Comedy,Drama",6.4,306,Comedy
193,tt1337146,movie,Break-Up Date,Break-Up Date,0,2008,90,Documentary,7.7,6,Documentary
195,tt1526584,movie,Deadly Beauty,Deadly Beauty,0,2008,55,Thriller,5.0,7,Thriller
202,tt0095978,movie,Rented Lips,Rented Lips,0,1988,82,Comedy,3.9,285,Comedy
206,tt0022086,movie,Lonely Wives,Lonely Wives,0,1931,85,"Comedy,Romance",6.3,345,Comedy
208,tt0060577,movie,Jutro Meksyk,Jutro Meksyk,0,1966,88,"Drama,Sport",6.4,37,Drama
212,tt0119655,movie,Men of Means,Men of Means,0,1998,80,"Action,Drama",6.3,141,Action
213,tt1975158,movie,Finding Joy,Finding Joy,0,2013,96,"Comedy,Drama",5.3,356,Comedy
218,tt11238604,movie,MessiCirque,MessiCirque,0,2019,68,Documentary,8.5,15,Documentary
222,tt0162716,movie,Scar,Tzaleket,0,1994,92,Drama,3.8,9,Drama
225,tt0100922,movie,Where Eagles Fly,Derech Ha'nesher,0,1990,96,Drama,7.3,6,Drama
228,tt1401580,movie,Ditching,Ditching,0,2009,78,"Drama,Fantasy",6.6,8,Drama
229,tt2347411,movie,Koch Brothers Exposed,Koch Brothers Exposed,0,2012,56,Documentary,6.7,354,Documentary
230,tt0176797,movie,Aloa: Festivity of the Whores,Haloa - praznik kurvi,0,1988,120,Drama,6.1,192,Drama
250,tt0063118,movie,I Want You!,I Want You!,1,1969,59,Drama,5.4,10,Drama
252,tt3416742,movie,What We Do in the Shadows,What We Do in the Shadows,0,2014,86,"Comedy,Horror",7.7,154936,Comedy
257,tt8530836,movie,"Maadathy, an Unfairy Tale","Maadathy, an Unfairy Tale",0,2019,90,"Drama,Mystery",6.9,35,Drama
258,tt0047205,movie,Make Haste to Live,Make Haste to Live,0,1954,90,"Drama,Film-Noir,Thriller",6.0,217,Drama
262,tt0337170,movie,Selingkuh,Selingkuh,0,1996,71,"Drama,Romance",6.4,7,Drama
266,tt5352898,movie,Bastu Shaap,Bastu Shaap,0,2016,129,Drama,6.6,451,Drama
268,tt0014866,movie,Empty Hands,Empty Hands,0,1924,70,"Drama,Romance",5.3,11,Drama
271,tt0059485,movie,Murder in Mississippi,Murder in Mississippi,0,1965,84,"Crime,Drama",5.4,128,Crime
274,tt1439572,movie,Perfect Sense,Perfect Sense,0,2011,92,"Drama,Romance,Sci-Fi",7.1,55656,Drama
276,tt2273227,movie,Family Meals,Nije ti zivot pjesma Havaja,0,2011,50,"Biography,Documentary",8.3,82,Biography
278,tt0121281,movie,Fiesta en el corazón,Fiesta en el corazón,0,1958,94,"Comedy,Musical,Romance",6.6,7,Comedy
282,tt1182345,movie,Moon,Moon,0,2009,97,"Drama,Mystery,Sci-Fi",7.9,332707,Drama
293,tt0138368,movie,Les clandestines,Les clandestines,0,1954,92,"Crime,Drama",5.8,14,Crime
295,tt0108417,movie,"Two Brothers, a Girl and a Gun","Two Brothers, a Girl and a Gun",0,1993,93,"Comedy,Western",6.1,37,Comedy
297,tt0102487,movie,Il muro di gomma,Il muro di gomma,0,1991,120,Drama,7.2,354,Drama
298,tt5144236,movie,Glass,Glass,0,2015,77,"Crime,Horror,Mystery",3.4,39,Crime
306,tt1087896,movie,Vampire Party,Les dents de la nuit,0,2008,85,"Comedy,Horror",5.3,554,Comedy
310,tt1390840,movie,Walkaway,Walkaway,0,2010,97,"Comedy,Drama",6.4,797,Comedy
313,tt0261690,movie,Feliz Ano Velho,Feliz Ano Velho,0,1987,111,Drama,6.3,178,Drama
323,tt6551244,movie,Suryavamsam,Suryavamsam,0,1997,156,"Comedy,Drama,Family",7.4,172,Comedy
324,tt0297414,movie,Summertime,Sseommeotaim,0,2001,104,"Drama,Thriller",5.3,263,Drama
329,tt0036181,movie,Murder on the Waterfront,Murder on the Waterfront,0,1943,51,"Drama,Mystery",5.0,51,Drama
332,tt2062659,movie,The Sun Beaten Path,Dbus lam gyi nyi ma,0,2011,89,Drama,6.9,27,Drama
339,tt5161058,movie,"Gulyay, Vasya!","Gulyay, Vasya!",0,2017,96,Comedy,6.5,1141,Comedy
340,tt0041770,movie,Project X,Project X,0,1949,60,"Action,Adventure,Drama",5.7,9,Action
342,tt1371081,movie,Long Shot: The Kevin Laue Story,Long Shot: The Kevin Laue Story,0,2012,93,"Documentary,Drama",7.5,27,Documentary
354,tt0353971,movie,The Milky Way,Samanyolu,0,1959,98,"Drama,Romance",6.8,18,Drama
359,tt2013293,movie,The Wind Rises,Kaze tachinu,0,2013,126,"Animation,Biography,Drama",7.8,72050,Animation
363,tt2187248,movie,Thanga Meengal,Thanga Meengal,0,2013,140,Drama,7.9,820,Drama
364,tt0066730,movie,10 Rillington Place,10 Rillington Place,0,1971,111,"Biography,Crime,Drama",7.6,7474,Biography
369,tt0062803,movie,Chitty Chitty Bang Bang,Chitty Chitty Bang Bang,0,1968,144,"Adventure,Family,Fantasy",6.9,40547,Adventure
370,tt1252298,movie,The Human Experience,The Human Experience,0,2008,90,Documentary,7.1,918,Documentary
372,tt0134075,movie,Sacrifice d'honneur,Veille d'armes,0,1935,80,"Drama,War",6.4,16,Drama
374,tt0034551,movie,Brooklyn Orchid,Brooklyn Orchid,0,1942,50,Comedy,6.0,83,Comedy
377,tt1499357,movie,Deadly Confrontation,Zhui ming ren,0,1979,89,Action,4.8,5,Action
379,tt0050315,movie,Dincolo de brazi,Dincolo de brazi,0,1958,78,Action,4.6,8,Action
387,tt4190550,movie,Kinki,Kinki,0,2014,73,Drama,4.8,46,Drama
389,tt0109859,movie,Le fusil de bois,Le fusil de bois,0,1994,85,"Drama,War",6.8,18,Drama
390,tt0319480,movie,Hafta Vasuli,Hafta Vasuli,0,1998,140,Action,5.2,23,Action
391,tt6960746,movie,A Crimson Star,Makkana hoshi,0,2018,101,"Drama,Romance",6.4,10,Drama
397,tt7109066,movie,Birth of a Family,Birth of a Family,0,2017,79,Documentary,7.5,22,Documentary
400,tt0312981,movie,Mr. Barrington,Mr. Barrington,0,2003,100,"Drama,Thriller",6.9,96,Drama
404,tt0042763,movie,Murder Without Crime,Murder Without Crime,0,1950,78,"Crime,Drama,Thriller",6.3,175,Crime
405,tt0161539,movie,Max,Max,0,2000,85,Crime,4.2,162,Crime
406,tt0267318,movie,Bhutacha Bhau,Bhutacha Bhau,0,1989,150,"Comedy,Drama",7.5,72,Comedy
411,tt0049374,movie,It's a Wonderful World,It's a Wonderful World,0,1956,89,"Comedy,Musical",5.8,87,Comedy
412,tt0304963,movie,Yilmaz Ali,Yilmaz Ali,0,1940,89,"Adventure,Mystery",5.8,26,Adventure
414,tt5242554,movie,Karun,Karun,0,2015,57,Documentary,7.7,9,Documentary
420,tt2357319,movie,Shade and Shadow,Shade and Shadow,0,2004,118,"Comedy,Horror,Mystery",7.7,6,Comedy
423,tt9871956,movie,Bufo Alvarius - The Underground Secret,Bufo Alvarius - The Underground Secret,0,2018,78,Documentary,8.6,9,Documentary
432,tt1537878,movie,Perjaka Terakhir,Perjaka Terakhir,0,2009,90,Drama,3.6,14,Drama
437,tt0204246,movie,Deadly Nightshade,Deadly Nightshade,0,1953,61,"Crime,Drama",6.7,131,Crime
439,tt0285537,movie,Girls of Nowolipki,Dziewczeta z Nowolipek,0,1937,97,"Drama,Romance",6.1,47,Drama
440,tt0032793,movie,Military Academy,Military Academy,0,1940,66,Drama,6.3,9,Drama
445,tt3886682,movie,Baavare Prem He,Baavare Prem He,0,2014,123,Romance,6.7,15,Romance
446,tt1313011,movie,The Other Side of the Lens,The Other Side of the Lens,0,2008,102,Documentary,4.3,7,Documentary
447,tt1523377,movie,Für meinen Vater,Für meinen Vater,0,2009,107,"Drama,War",7.8,6,Drama
450,tt1826654,movie,Die Stieg Larsson Story,Die Stieg Larsson Story,0,2011,52,Documentary,6.8,11,Documentary
454,tt1832473,movie,SpokAnarchy!,SpokAnarchy!,0,2011,85,"Biography,Documentary,History",6.7,12,Biography
455,tt3848938,movie,Mr. X,Mr. X,0,2015,133,"Action,Sci-Fi",3.7,1771,Action
457,tt0478765,movie,Coisa Mais Linda: Histórias e Casos da Bossa Nova,Coisa Mais Linda: Histórias e Casos da Bossa Nova,0,2005,126,"Documentary,Music",7.5,83,Documentary
463,tt0178946,movie,Toscanini: The Maestro,Toscanini: The Maestro,0,1985,85,"Documentary,Music",8.5,12,Documentary
466,tt0297314,movie,The New Jean-Claude,Le nouveau Jean-Claude,0,2002,95,Comedy,5.6,206,Comedy
468,tt0307162,movie,All About Our House,Minna no ie,0,2001,116,Comedy,6.5,338,Comedy
469,tt0049088,movie,Come Next Spring,Come Next Spring,0,1956,92,Drama,7.0,421,Drama
470,tt0455669,movie,Oru Naal Oru Kanavu,Oru Naal Oru Kanavu,0,2005,146,Romance,5.9,38,Romance
478,tt0060048,movie,40 Guns to Apache Pass,40 Guns to Apache Pass,0,1967,95,"Adventure,Romance,Western",5.8,842,Adventure
482,tt0924254,movie,Mitumba: The Second-Hand Road,Mitumba,0,2005,52,Documentary,7.7,6,Documentary
483,tt5483330,movie,No Man's Love,No Man's Love,0,2000,82,Drama,8.6,18,Drama
490,tt2965820,movie,Tattah,Tattah,0,2013,115,"Action,Comedy,Drama",4.4,373,Action
497,tt1846783,movie,The Orator,O le tulafale,0,2011,110,Drama,6.9,340,Drama
504,tt1447783,movie,Ee Pattanathil Bhootham,Ee Pattanathil Bhootham,0,2009,145,Comedy,3.0,297,Comedy
509,tt5171816,movie,Ce qu'il ne faut pas dire,Ce qu'il ne faut pas dire,0,2015,85,Romance,5.4,7,Romance
515,tt6902722,movie,Happiness Adjacent,Happiness Adjacent,0,2018,96,Drama,6.0,148,Drama
517,tt2189714,movie,Little Monsters,Little Monsters,0,2012,107,"Crime,Drama,Horror",4.8,207,Crime
518,tt0978764,movie,Sucker Punch,Sucker Punch,0,2011,110,"Action,Adventure,Fantasy",6.0,228591,Action
526,tt0318140,movie,Track,Track,0,1999,98,"Action,Thriller",5.2,82,Action
528,tt0196537,movie,Love... In Instalments,Erotas... me doseis,0,1959,79,"Comedy,Romance",5.5,12,Comedy
533,tt0090996,movie,Ediths Tagebuch,Ediths Tagebuch,0,1983,102,Drama,6.8,61,Drama
538,tt0122012,movie,Journey to the South,El camino del sur,0,1988,89,Drama,6.5,87,Drama
543,tt0292309,movie,Unnikale Oru Kadha Parayam,Unnikale Oru Kadha Parayam,0,1987,116,Drama,7.4,237,Drama
545,tt3635844,movie,Creeper,Creeper,0,2014,54,"Horror,Thriller",4.4,24,Horror
550,tt0051204,movie,Woman in a Dressing Gown,Woman in a Dressing Gown,0,1957,93,"Drama,Romance",7.2,434,Drama
553,tt3999750,movie,En compagnie d'Eric Rohmer,En compagnie d'Eric Rohmer,0,2010,113,Documentary,6.1,7,Documentary
559,tt0111187,movie,Silent Fall,Silent Fall,0,1994,101,"Drama,Mystery,Thriller",6.0,3574,Drama
565,tt0121412,movie,Jejaka Perasan,Jejaka Perasan,0,1986,96,"Comedy,Drama",4.0,7,Comedy
567,tt6262698,movie,Castro,Castro,0,2016,82,Documentary,5.7,9,Documentary
571,tt11690360,movie,Neem Phul,Neem Phul,0,2020,94,"Drama,Mystery",5.8,47,Drama
573,tt0121372,movie,Aatamin puvussa - ja vähän Eevankin...,Aatamin puvussa - ja vähän Eevankin...,0,1940,77,"Comedy,Music",5.1,97,Comedy
580,tt8668312,movie,"My Teacher, My Love",Sensei Kunshu,0,2018,105,"Comedy,Romance",6.1,220,Comedy
581,tt1258206,movie,Il pianto della statua,Il pianto della statua,0,2007,45,"Drama,Romance",6.0,9,Drama
584,tt2235962,movie,Taxribat,Taxribat,0,1990,95,Drama,7.6,5,Drama
586,tt0469690,movie,Little Big Top,Little Big Top,0,2006,83,Comedy,6.3,139,Comedy
587,tt0030889,movie,Trailing Trouble,Trailing Trouble,0,1937,57,Western,6.0,22,Western
591,tt9397884,movie,Seven Dinners,Sem uzhinov,0,2019,91,Comedy,5.2,256,Comedy
592,tt0450240,movie,Angel of Hate,Angel of Hate,0,2005,47,Drama,7.6,10,Drama
594,tt1987601,movie,"Laïcité, Inch'Allah!","Laïcité, Inch'Allah!",0,2011,72,Documentary,6.1,37,Documentary
596,tt1843849,movie,Absolutely Tame Is a Horse,Asb heyvan-e najibi ast,0,2011,89,"Comedy,Drama",6.7,1858,Comedy
598,tt0022111,movie,The Maltese Falcon,The Maltese Falcon,0,1931,80,"Crime,Drama,Film-Noir",6.9,2706,Crime
599,tt0184038,movie,The World of Tomorrow,The World of Tomorrow,0,1984,83,Documentary,8.6,64,Documentary
601,tt6262764,movie,Rip Tide,Rip Tide,0,2017,85,"Drama,Family",5.5,2911,Drama
602,tt0021669,movie,Black Coffee,Black Coffee,0,1931,78,Mystery,6.8,11,Mystery
609,tt0040107,movie,April Showers,April Showers,0,1948,94,Musical,6.1,275,Musical
611,tt0299995,movie,The Miroslav Holdinc Co.,Holding,0,2001,102,Comedy,7.0,67,Comedy
613,tt0084443,movie,Sai huen jai,Sai huen jai,0,1982,101,Drama,6.8,5,Drama
615,tt1463485,movie,Black Devils of Kali,La vendetta dei Tughs,0,1954,79,Adventure,4.4,16,Adventure
617,tt4574440,movie,La mujer de los perros,La mujer de los perros,0,2015,98,Drama,6.2,182,Drama
618,tt0829086,movie,20.13: Purgatory,"20,13",0,2006,114,"Drama,Mystery,War",6.5,202,Drama
623,tt0361863,movie,Made in Denmark,Made in Denmark,0,2002,59,"Biography,Crime,Documentary",7.2,24,Biography
625,tt0128831,movie,Vous n'avez rien à déclarer?,Vous n'avez rien à déclarer?,0,1959,90,Comedy,5.2,36,Comedy
631,tt0081367,movie,Pozorisna veza,Pozorisna veza,0,1980,93,Crime,7.4,53,Crime
632,tt1782524,movie,Separate Checks,Separate Checks,0,2011,80,Comedy,7.8,18,Comedy
645,tt4331488,movie,The Great Unwashed,The Great Unwashed,0,2017,82,Comedy,5.7,57,Comedy
646,tt0280753,movie,Midnight Zone,Wui juen sau see,0,1997,92,Horror,5.7,60,Horror
650,tt4145108,movie,Blood Orange,Blood Orange,0,2016,85,Thriller,4.3,735,Thriller
652,tt2082436,movie,Sultanat,Sultanat,0,2014,150,"Action,Crime,Drama",6.3,145,Action
655,tt11385336,movie,Forgotten We'll Be,El olvido que seremos,0,2020,136,History,7.4,33,History
659,tt0379802,movie,Harrison Macauley Is Going to Kill Me,Harrison Macauley Is Going to Kill Me,0,2003,68,"Comedy,Drama",7.6,12,Comedy
661,tt0064378,movie,The Erasers,Les gommes,0,1969,100,"Crime,Drama,Mystery",7.6,8,Crime
667,tt1387312,movie,Aaron... Albeit a Sex Hero,Aaron Albeit a Hero,0,2009,82,"Action,Comedy,Thriller",4.3,129,Action
668,tt4172840,movie,Damiana Kryygi,Damiana Kryygi,0,2015,94,Documentary,7.3,73,Documentary
673,tt0127620,movie,The Career of Arturo Ui: New Version,Karera Arturo Ui,0,1996,102,Drama,4.7,11,Drama
678,tt1948640,movie,The Waiting Room,The Waiting Room,0,2010,90,"Crime,Drama,Mystery",5.9,96,Crime
679,tt8883658,movie,Casa Propia,Casa Propia,0,2018,83,Drama,6.7,15,Drama
681,tt0226225,movie,North Beach,North Beach,0,2000,78,"Comedy,Drama,Romance",4.6,125,Comedy
682,tt0214837,movie,Karjolsteinen,Karjolsteinen,0,1977,106,Drama,5.6,11,Drama
689,tt8688912,movie,Chi La Sow?,Chi La Sow,0,2018,135,"Comedy,Romance",7.8,1186,Comedy
698,tt1754767,movie,Toonstone,Toonstone,0,2014,81,"Action,Animation,Comedy",7.5,273,Action
701,tt1651902,movie,La última cima,La última cima,0,2010,82,Documentary,7.3,187,Documentary
702,tt2189752,movie,2012: Curse of the Xtabai,2012: Kurse a di Xtabai,0,2012,80,"Comedy,Thriller",4.9,27,Comedy
703,tt4566574,movie,Mega Shark vs. Kolossus,Mega Shark vs. Kolossus,0,2015,89,"Action,Adventure,Comedy",2.7,1414,Action
709,tt0069165,movie,Vengeance of the Zombies,La rebelión de las muertas,0,1973,89,Horror,4.8,695,Horror
711,tt2885338,movie,"Mama, I'm Gonna Kill You","Mama, I'm Gonna Kill You",0,2013,54,"Documentary,Drama,Family",7.5,48,Documentary
712,tt11958344,movie,A Whisker Away,Nakitai watashi wa neko wo kaburu,0,2020,104,"Adventure,Animation,Family",6.7,4447,Adventure
723,tt0198841,movie,No More Time,Non ho tempo,0,1973,105,"Biography,History",3.9,10,Biography
727,tt0034922,movie,Journey Into Fear,Journey Into Fear,0,1943,68,"Drama,Film-Noir,Thriller",6.5,3855,Drama
730,tt0055855,movie,Invasion 1700,Col ferro e col fuoco,0,1962,112,"Action,Adventure,Drama",5.4,76,Action
735,tt1728200,movie,The Box,The Box,0,2011,89,Drama,6.2,53,Drama
740,tt8866460,movie,Mr. Osomatsu the Movie,Eiga no Osomatsusan,0,2019,108,"Animation,Comedy,Drama",7.2,64,Animation
747,tt3852042,movie,Full Count,Full Count,0,2019,110,"Drama,Fantasy,Sport",5.7,417,Drama
749,tt10050782,movie,Grass is Greener,Grass is Greener,0,2019,97,Documentary,7.1,1005,Documentary
759,tt2498312,movie,Bachchan,Bachchan,0,2013,145,"Action,Crime,Thriller",6.6,906,Action
764,tt0056032,movie,Go to Blazes,Go to Blazes,0,1962,80,Comedy,5.8,222,Comedy
771,tt5599702,movie,Kizkaçiran,Kizkaçiran,0,2016,95,Comedy,3.9,140,Comedy
773,tt3220100,movie,The Suffering,The Suffering,0,2016,105,"Horror,Mystery,Thriller",4.4,810,Horror
777,tt0058372,movie,Moonshine Mountain,Moonshine Mountain,0,1964,85,"Drama,Music",4.4,216,Drama
778,tt1290407,movie,Misstake,Misstake,0,2008,90,"Comedy,Mystery",5.1,32,Comedy
782,tt2447902,movie,Simple,Simple,0,2012,103,"Comedy,Crime,Drama",6.9,8,Comedy
791,tt2010877,movie,A Year in the Clouds,Si ma si ku,0,2011,85,"Documentary,Family",5.7,7,Documentary
793,tt9101178,movie,Outlaw,Autlo,0,2019,95,"Crime,Drama",4.3,92,Crime
794,tt0031705,movie,Mystery of the White Room,Mystery of the White Room,0,1939,58,"Crime,Mystery,Romance",6.2,55,Crime
797,tt0414834,movie,Asa Nu Maan Watna Da: In Search of Our Roots,Asa Nu Maan Watna Da: In Search of Our Roots,0,2004,179,"Drama,Romance",6.2,126,Drama
798,tt0132979,movie,La foule hurle,La foule hurle,0,1932,81,Drama,6.4,32,Drama
801,tt0236648,movie,Quai Notre-Dame,Quai Notre-Dame,0,1961,80,Drama,5.8,38,Drama
803,tt0022242,movie,The Pagan Lady,The Pagan Lady,0,1931,80,"Adventure,Drama,Romance",5.3,30,Adventure
807,tt0054918,movie,The George Raft Story,The George Raft Story,0,1961,106,"Biography,Drama",5.7,235,Biography
808,tt2071450,movie,Docchimo docchimo,Docchimo docchimo,0,2000,66,Drama,6.7,6,Drama
809,tt2640674,movie,Territory 8,Territory 8,0,2013,96,"Drama,Sci-Fi,Thriller",2.4,342,Drama
810,tt0062216,movie,A Rose for Everyone,Una rosa per tutti,0,1967,110,Comedy,6.7,63,Comedy
815,tt4907262,movie,Extraordinaari,Extraordinaari,0,2015,144,"Drama,Family,Fantasy",3.2,10,Drama
819,tt0085580,movie,Geek Maggot Bingo or The Freak from Suckweasel Mountain,Geek Maggot Bingo or The Freak from Suckweasel Mountain,0,1983,74,"Comedy,Horror",3.0,214,Comedy
820,tt4922694,movie,Vasuvum Saravananum Onna Padichavanga,Vasuvum Saravananum Onna Padichavanga,0,2015,147,Comedy,4.3,523,Comedy
821,tt4272064,movie,Bidhilipi,Bidhilipi,0,1991,125,"Drama,Musical",6.9,35,Drama
822,tt0270259,movie,The Business of Strangers,The Business of Strangers,0,2001,84,"Drama,Thriller",6.3,3576,Drama
826,tt0228775,movie,Day Off,Repo,0,1982,75,"Comedy,Drama",6.5,76,Comedy
827,tt8507202,movie,The Edge of Night,The Edge of Night,0,2018,124,Documentary,8.0,8,Documentary
828,tt2419986,movie,"Sexo fácil, películas tristes","Sexo fácil, películas tristes",0,2014,91,"Comedy,Romance",5.6,712,Comedy
840,tt6592296,movie,Stupid Young Heart,Hölmö nuori sydän,0,2018,102,Drama,6.3,586,Drama
842,tt1532350,movie,Kimi to arukou,Kimi to arukou,0,2009,90,Drama,6.0,61,Drama
858,tt9524692,movie,The E-Listers: Life Back in the Lane,The E-Listers,0,2020,91,Comedy,6.9,34,Comedy
860,tt0494903,movie,Zimatar,Zimatar,0,1982,138,"Action,Adventure,Fantasy",5.7,6,Action
863,tt2308260,movie,A Night in Old Mexico,A Night in Old Mexico,0,2013,103,"Adventure,Drama,Western",5.7,3414,Adventure
866,tt2507592,movie,An Episode in the Life of an Iron Picker,Epizoda u zivotu beraca zeljeza,0,2013,75,Drama,6.8,1169,Drama
867,tt0054641,movie,Journey Beneath the Desert,"Antinea, l'amante della città sepolta",0,1961,105,"Adventure,Fantasy",5.4,110,Adventure
870,tt2048915,movie,The Twitchers,Fuglejagten,0,2012,90,Family,6.2,57,Family
871,tt1307008,movie,Set Off,Ji ri qi cheng,0,2008,100,"Action,Comedy,Crime",6.5,226,Action
876,tt0063673,movie,Tarzan and the Jungle Boy,Tarzan and the Jungle Boy,0,1968,99,"Action,Adventure",5.3,348,Action
877,tt0104884,movie,Miss Beatty's Children,Miss Beatty's Children,0,1992,112,Drama,6.1,19,Drama
880,tt0258871,movie,Parallel College,Parallel College,0,1991,126,"Comedy,Drama",5.3,13,Comedy
882,tt0462705,movie,I Want a Solution,Orid hallan,0,1975,115,Drama,6.8,156,Drama
887,tt1615084,movie,The City,The City,0,2009,72,"Comedy,Drama,Horror",7.5,48,Comedy
897,tt0040683,movie,Paris mil neuf cent,Paris mil neuf cent,0,1947,82,Documentary,7.1,126,Documentary
908,tt0082653,movie,La leyenda del tambor,La leyenda del tambor,0,1981,98,"Adventure,Drama,War",6.2,35,Adventure
909,tt0100456,movie,The Rainbow Thief,The Rainbow Thief,0,1990,87,"Drama,Fantasy",5.9,1266,Drama
910,tt1090269,movie,Seeds of Lust,Seeds of Lust,1,1971,95,"Adult,Comedy",4.7,12,Adult
919,tt7494128,movie,The Ancient Woods,The Ancient Woods,0,2017,85,Documentary,7.9,540,Documentary
920,tt7037566,movie,Our President,Our President,0,2017,119,Documentary,5.6,92,Documentary
925,tt1514450,movie,Weaving Girl,Fang zhi gu niang,0,2009,100,Drama,7.0,88,Drama
933,tt2249125,movie,The Los Angeles Ripper,The Los Angeles Ripper,0,2011,78,"Crime,Horror,Thriller",3.7,82,Crime
935,tt0416120,movie,Police Force: An Inside Story,Police Force: An Inside Story,0,2004,138,"Action,Crime,Drama",4.5,722,Action
